2,3,8,"221025_1237",3,"PAN","subjects",1,23,1,20.687,20.687,1,0.640788151,8,0.887422878,2,0.304270917,10,10,2,99999,8,99999,99999,80,20,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,55,3,99999,99999,0,23,3,99999,55,3,99999,8,3,3,99999,10,5,7,99999,4,99999,0,99999,0,1,5,95,0,189,0,0,0,0,80,189,20,1.66,-1,-1,99999,99999,0,99999,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,3,3,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,1,"221025_1434",4,"PAN","subjects",1,13,1,17.118,17.118,1,0.953721268,1,0.855240111,2,0.243774608,8,8,2,99999,2,99999,99999,90,10,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,95,5,99999,99999,1,19,3,99999,95,5,99999,5,2,7,99999,9,1,5,99999,3,99999,0,99999,1,1,4,50,50,146,0,0,0,0,140,146,10,0.83,-1,-1,99999,99999,0,99999,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,3,3,3,3,4,4,4,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,5,5,"221026_0839",5,"PAN","subjects",1,9,1,20.189,20.189,1,0.07162458,5,0.857608839,2,0.014463846,6,6,2,99999,7,99999,99999,80,20,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,95,8,99999,99999,0,23,1,99999,95,6,99999,4,1,1,99999,9,1,1,99999,3,99999,50,99999,1,1,8,95,50,183,0,0,0,0,130,183,20,1.66,-1,-1,99999,99999,0,99999,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,2,3,4,4,4,4,4,4,5,6,6,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,6,10,"221026_1030",6,"PAN","subjects",1,20,1,16.371,16.371,1,0.27353789,10,0.677695732,2,0.156001028,9,9,2,99999,2,99999,99999,90,10,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,50,10,99999,99999,1,26,3,99999,50,5,99999,8,5,8,99999,10,0,5,99999,2,99999,0,99999,1,1,10,55,50,137,0,0,0,0,140,137,10,0.83,-1,-1,99999,99999,0,99999,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,6,"221025_0833",1,"PAN","subjects",1,24,1,16.122,16.122,1,0.532683077,6,0.892290061,3,0.189181438,10,10,2,99999,3,99999,99999,50,50,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,95,4,99999,99999,1,23,2,99999,95,7,99999,7,6,2,99999,8,7,5,99999,5,99999,20,99999,1,1,2,35,50,134,0,0,0,0,100,134,50,4.15,-1,-1,99999,99999,0,99999,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,9,"221025_1023",2,"PAN","subjects",1,15,1,15.79,15.79,1,0.101881166,9,0.869538665,3,0.998207396,1,1,2,99999,8,99999,99999,80,20,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,60,4,99999,99999,0,27,3,99999,75,7,99999,8,0,8,99999,9,1,6,99999,2,99999,100,99999,1,1,5,85,50,179,0,0,0,0,130,130,20,1.66,20,1.66,99999,99999,0,99999,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,9,"221025_1237",3,"PAN","subjects",1,22,1,20.189,20.189,1,0.511308256,9,0.524630592,3,0.94978759,1,1,2,99999,1,99999,99999,70,30,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,95,8,99999,99999,0,27,3,99999,60,7,99999,7,1,3,99999,10,1,2,99999,2,99999,0,99999,0,1,8,95,0,183,0,0,0,0,70,183,30,2.49,-1,-1,99999,99999,0,99999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,7,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,4,10,"221025_1434",4,"PAN","subjects",1,14,1,14.545,14.545,1,0.009341908,10,0.748757525,3,0.247116523,7,7,2,99999,5,99999,99999,100,0,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,95,10,99999,99999,0,25,2,99999,95,10,99999,7,7,8,99999,8,5,7,99999,5,99999,50,99999,1,1,1,15,40,115,0,0,0,0,140,115,0,0,-1,-1,99999,99999,0,99999,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,6,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,5,6,"221026_0839",5,"PAN","subjects",1,10,1,16.205,16.205,1,0.027395824,6,0.631895643,3,0.056490347,5,5,2,99999,6,99999,99999,80,20,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,95,10,99999,99999,1,29,3,99999,95,5,99999,8,4,6,99999,10,1,6,99999,3,99999,50,99999,1,1,1,35,50,135,0,0,0,0,130,135,20,1.66,-1,-1,99999,99999,0,99999,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,4,4,4,6,8,8,9,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,6,6,"221026_1030",6,"PAN","subjects",1,11,1,13.715,13.715,1,0.613589248,6,0.666254996,3,0.284328817,7,7,2,99999,6,99999,99999,90,10,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,75,9,99999,99999,1,30,3,99999,95,7,99999,6,4,6,99999,6,0,6,99999,3,99999,100,99999,1,0,0,35,40,105,0,0,0,0,130,105,10,0.83,-1,-1,99999,99999,0,99999,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,8,9,9,9,9,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,7,"221025_0833",1,"PAN","subjects",1,21,1,15.79,15.79,1,0.317595029,7,0.719694032,4,0.935469299,2,2,2,99999,6,99999,99999,60,40,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,50,6,99999,99999,1,21,3,99999,40,4,99999,7,3,3,99999,9,3,9,99999,1,99999,250,99999,1,1,1,30,50,130,0,0,0,0,110,130,40,3.32,-1,-1,99999,99999,0,99999,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,4,1,4,2,4,5,4,3,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,1,"221025_1023",2,"PAN","subjects",1,11,1,9.15,9.15,1,0.95905075,1,0.791870637,4,0.707648248,5,5,2,99999,2,99999,99999,10,90,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,50,6,99999,99999,0,18,3,99999,55,6,99999,7,1,5,99999,10,2,1,99999,1,99999,0,99999,1,1,6,75,40,167,0,0,0,0,50,50,90,7.47,90,7.47,99999,99999,0,99999,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,2,2,3,4,5,6,6,6,6,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,3,12,"221025_1237",3,"PAN","subjects",1,17,1,18.28,18.28,1,0.062870333,12,0.478684002,4,0.558811792,8,8,2,99999,7,99999,99999,80,20,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,95,5,99999,99999,0,42,3,99999,95,6,99999,6,4,3,99999,8,4,6,99999,3,99999,50,99999,1,1,9,75,40,160,0,0,0,0,120,160,20,1.66,-1,-1,99999,99999,0,99999,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,4,5,5,6,6,7,7,8,8,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,4,6,"221025_1434",4,"PAN","subjects",1,18,1,16.62,16.62,1,0.692896562,6,0.565295781,4,0.683567105,2,2,2,99999,11,99999,99999,80,20,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,40,1,99999,99999,0,25,3,99999,25,1,99999,8,5,5,99999,6,2,1,99999,5,99999,50,99999,0,1,9,55,0,140,0,0,0,0,80,140,20,1.66,-1,-1,99999,99999,0,99999,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,7,9,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5,2,"221026_0839",5,"PAN","subjects",1,7,1,19.193,19.193,1,0.345520054,2,0.589273253,4,0.864571211,1,1,2,99999,10,99999,99999,50,50,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,55,3,99999,99999,1,23,1,99999,55,3,99999,4,7,6,99999,8,7,3,99999,5,99999,150,99999,1,1,4,75,50,171,0,0,0,0,100,171,50,4.15,-1,-1,99999,99999,0,99999,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,3,3,3,4,4,4,5,5,5,5,5,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,6,7,"221026_1030",6,"PAN","subjects",1,19,1,17.035,17.035,1,0.436426164,7,0.556496131,4,0.183256996,8,8,2,99999,9,99999,99999,70,30,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,95,1,99999,99999,1,21,2,99999,20,1,99999,7,3,5,99999,9,1,7,99999,4,99999,200,99999,1,1,1,45,50,145,0,0,0,0,120,145,30,2.49,-1,-1,99999,99999,0,99999,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1,9,"221025_0833",1,"PAN","subjects",1,20,1,20.687,20.687,1,0.197436639,9,0.668375915,5,0.381775962,6,6,2,99999,8,99999,99999,90,10,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,65,1,99999,99999,1,31,1,99999,15,1,99999,8,2,3,99999,9,1,3,99999,1,99999,10,99999,0,1,5,95,0,189,0,0,0,0,90,189,10,0.83,-1,-1,99999,99999,0,99999,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2,8,"221025_1023",2,"PAN","subjects",1,17,1,13.3,13.3,1,0.102042254,8,0.560785555,5,0.862700237,3,3,2,99999,6,99999,99999,50,50,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,95,5,99999,99999,1,30,3,99999,15,1,99999,5,8,7,99999,10,6,4,99999,2,99999,100,99999,1,1,1,15,50,115,0,0,0,0,100,100,50,4.15,50,4.15,99999,99999,0,99999,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,3,4,4,4,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3,11,"221025_1237",3,"PAN","subjects",1,13,1,17.367,17.367,1,0.251224698,11,0.430662883,5,0.886844384,3,3,2,99999,8,99999,99999,50,50,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,75,6,99999,99999,1,36,3,99999,85,5,99999,9,7,6,99999,10,5,6,99999,5,99999,100,99999,1,1,2,50,50,149,0,0,0,0,100,149,50,4.15,-1,-1,99999,99999,0,99999,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,4,5,6,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,4,8,"221025_1434",4,"PAN","subjects",1,11,1,18.363,18.363,1,0.232741102,8,0.515127321,5,0.792331488,1,1,2,99999,10,99999,99999,60,40,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,95,5,99999,99999,1,25,3,99999,95,5,99999,6,2,2,99999,8,1,6,99999,3,99999,200,99999,1,1,4,65,50,161,0,0,0,0,110,161,40,3.32,-1,-1,99999,99999,0,99999,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,3,3,3,2,2,2,3,3,3,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5,4,"221026_0839",5,"PAN","subjects",1,8,1,16.869,16.869,1,0.260832057,4,0.531612352,5,0.198915911,3,3,2,99999,1,99999,99999,80,20,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,50,3,99999,99999,0,23,1,99999,45,3,99999,5,8,6,99999,9,6,5,99999,2,99999,50,99999,1,1,3,45,50,143,0,0,0,0,130,143,20,1.66,-1,-1,99999,99999,0,99999,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,2,3,3,3,3,4,4,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6,9,"221026_1030",6,"PAN","subjects",1,16,1,13.715,13.715,1,0.311824694,9,0.391349769,5,0.385033423,6,6,2,99999,7,99999,99999,100,0,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,85,7,99999,99999,0,24,2,99999,95,5,99999,10,9,9,99999,10,3,8,99999,0,99999,100,99999,0,0,0,25,0,105,0,0,0,0,100,105,0,0,-1,-1,99999,99999,0,99999,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,6,6,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1,4,"221025_0833",1,"PAN","subjects",1,14,1,17.45,17.45,1,0.753960056,4,0.665227141,6,0.581917026,5,5,2,99999,6,99999,99999,30,70,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,85,5,99999,99999,1,20,1,99999,85,5,99999,5,3,6,99999,9,1,9,99999,1,99999,0,99999,1,1,1,50,50,150,0,0,0,0,80,150,70,5.81,-1,-1,99999,99999,0,99999,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2,3,"221025_1023",2,"PAN","subjects",1,12,1,14.13,14.13,1,0.765960978,3,0.540160882,6,0.234066062,8,8,2,99999,5,99999,99999,70,30,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,95,9,99999,99999,1,30,3,99999,95,9,99999,7,2,7,99999,10,0,6,99999,4,99999,250,99999,1,1,3,35,40,133,0,0,0,0,110,110,30,2.49,30,2.49,99999,99999,0,99999,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,4,7,3,6,6,5,7,4,6,5,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,3,3,"221025_1237",3,"PAN","subjects",1,15,1,13.715,13.715,1,0.89942904,3,0.406879911,6,0.711926049,4,4,2,99999,3,99999,99999,50,50,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,95,7,99999,99999,1,23,1,99999,95,5,99999,8,5,6,99999,10,2,8,99999,2,99999,500,99999,1,0,0,20,50,105,0,0,0,0,100,105,50,4.15,-1,-1,99999,99999,0,99999,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
