6,4,9,"221025_1434",4,"PAN","subjects",1,19,1,16.205,16.205,1,0.009601883,9,0.444777069,6,0.457780972,4,4,2,99999,7,99999,99999,80,20,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,95,3,99999,99999,1,23,1,99999,95,5,99999,4,0,2,99999,8,0,3,99999,4,99999,200,99999,1,1,1,35,40,135,0,0,0,0,120,135,20,1.66,-1,-1,99999,99999,0,99999,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,5,1,"221026_0839",5,"PAN","subjects",1,12,1,17.699,17.699,1,0.541830581,1,0.255273315,6,0.848348838,2,2,2,99999,1,99999,99999,100,0,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,95,7,99999,99999,1,27,3,99999,95,7,99999,6,2,3,99999,9,1,5,99999,5,99999,100,99999,1,1,8,65,50,153,0,0,0,0,150,153,0,0,-1,-1,99999,99999,0,99999,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,3,3,6,6,6,7,7,7,8,8,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,6,3,"221026_1030",6,"PAN","subjects",1,14,1,13.715,13.715,1,0.792351785,3,0.358592333,6,0.920029364,1,1,2,99999,7,99999,99999,70,30,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,60,7,99999,99999,0,28,3,99999,65,3,99999,9,0,2,99999,9,0,3,99999,3,99999,200,99999,0,0,0,15,0,105,0,0,0,0,70,105,30,2.49,-1,-1,99999,99999,0,99999,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,7,7,8,8,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1,11,"221025_0833",1,"PAN","subjects",1,13,1,13.715,13.715,1,0.016622915,11,0.629892457,7,0.26705218,8,8,2,99999,11,99999,99999,80,20,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,95,6,99999,99999,0,26,2,99999,95,6,99999,6,8,6,99999,10,5,1,99999,6,99999,250,99999,1,0,0,50,50,105,0,0,0,0,130,105,20,1.66,-1,-1,99999,99999,0,99999,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2,6,"221025_1023",2,"PAN","subjects",1,18,1,14.96,14.96,1,0.453138065,6,0.37440343,7,0.967083667,2,2,2,99999,5,99999,99999,70,30,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,95,1,99999,99999,0,29,3,99999,10,5,99999,10,7,8,99999,10,0,8,99999,6,99999,100,99999,1,0,0,20,50,105,0,0,0,0,120,120,30,2.49,30,2.49,99999,99999,0,99999,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,3,3,3,3,3,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,3,5,"221025_1237",3,"PAN","subjects",1,21,1,14.96,14.96,1,0.854244232,5,0.25569753,7,0.924829285,2,2,2,99999,6,99999,99999,100,0,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,95,1,99999,99999,1,24,3,99999,55,3,99999,0,2,1,99999,5,2,6,99999,6,99999,0,99999,0,1,1,20,0,120,0,0,0,0,100,120,0,0,-1,-1,99999,99999,0,99999,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,4,3,"221025_1434",4,"PAN","subjects",1,12,1,13.715,13.715,1,0.87345335,3,0.173554092,7,0.439570512,5,5,2,99999,11,99999,99999,80,20,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,95,6,99999,99999,0,23,3,99999,95,8,99999,1,1,7,99999,7,0,0,99999,1,99999,0,99999,1,0,0,35,50,105,0,0,0,0,130,105,20,1.66,-1,-1,99999,99999,0,99999,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6,2,"221026_1030",6,"PAN","subjects",1,17,1,18.695,18.695,1,0.911361238,2,0.273305475,7,0.434868526,5,5,2,99999,3,99999,99999,70,30,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,85,8,99999,99999,1,20,1,99999,95,5,99999,9,7,6,99999,10,5,5,99999,5,99999,200,99999,1,1,7,75,50,165,0,0,0,0,120,165,30,2.49,-1,-1,99999,99999,0,99999,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,4,5,6,7,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1,1,"221025_0833",1,"PAN","subjects",1,23,1,17.035,17.035,1,0.957749463,1,0.58774356,8,0.862877156,3,3,2,99999,10,99999,99999,100,0,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,95,1,99999,99999,0,23,1,99999,95,10,99999,4,8,5,99999,10,3,2,99999,5,99999,0,99999,1,1,1,45,40,145,0,0,0,0,140,145,0,0,-1,-1,99999,99999,0,99999,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2,7,"221025_1023",2,"PAN","subjects",1,20,1,5,5,1,0.357516695,7,0.354482767,8,0.49041661,6,6,2,99999,9,99999,99999,0,100,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,50,3,99999,99999,1,22,3,99999,45,3,99999,9,1,5,99999,9,1,6,99999,5,99999,500,99999,0,1,6,65,0,157,0,0,0,0,0,0,100,8.3,100,8.3,99999,99999,0,99999,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,5,5,6,6,6,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3,7,"221025_1237",3,"PAN","subjects",1,18,1,13.715,13.715,1,0.661686739,7,0.242018675,8,0.689913636,5,5,2,99999,2,99999,99999,60,40,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,95,9,99999,99999,1,20,2,99999,95,8,99999,3,5,5,99999,9,5,4,99999,4,99999,400,99999,1,0,0,25,50,105,0,0,0,0,110,105,40,3.32,-1,-1,99999,99999,0,99999,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,5,6,7,7,8,8,8,8,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,4,5,"221025_1434",4,"PAN","subjects",1,16,1,13.715,13.715,1,0.80336694,5,0.041553726,8,0.668796727,3,3,2,99999,10,99999,99999,50,50,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,95,1,99999,99999,1,24,3,99999,20,1,99999,7,2,6,99999,9,2,0,99999,6,99999,100,99999,1,0,0,20,50,105,0,0,0,0,100,105,50,4.15,-1,-1,99999,99999,0,99999,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,6,6,7,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,6,1,"221026_1030",6,"PAN","subjects",1,15,1,16.62,16.62,1,0.985779072,1,0.250493338,8,0.56449375,4,4,2,99999,7,99999,99999,50,50,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,95,10,99999,99999,1,21,2,99999,95,10,99999,1,2,1,99999,6,2,5,99999,4,99999,10,99999,1,1,1,40,50,140,0,0,0,0,100,140,50,4.15,-1,-1,99999,99999,0,99999,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1,5,"221025_0833",1,"PAN","subjects",1,17,1,19.94,19.94,1,0.636581042,5,0.579833357,9,0.936997104,1,1,2,99999,2,99999,99999,90,10,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,95,9,99999,99999,1,25,2,99999,95,5,99999,10,1,3,99999,9,1,3,99999,4,99999,20,99999,1,1,9,95,50,180,0,0,0,0,140,180,10,0.83,-1,-1,99999,99999,0,99999,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,2,2,3,4,4,4,5,5,6,6,7,7,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2,2,"221025_1023",2,"PAN","subjects",1,13,1,9.98,9.98,1,0.878290649,2,0.243592222,9,0.361464517,7,7,2,99999,6,99999,99999,60,40,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,85,1,99999,99999,0,34,3,99999,65,4,99999,6,9,7,99999,10,8,2,99999,3,99999,100,99999,0,1,3,40,0,138,0,0,0,0,60,60,40,3.32,40,3.32,99999,99999,0,99999,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,2,2,2,2,3,3,3,4,4,4,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,3,4,"221025_1237",3,"PAN","subjects",1,20,1,17.367,17.367,1,0.856358434,4,0.239244753,9,0.562238906,7,7,2,99999,1,99999,99999,100,0,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,95,1,99999,99999,0,25,1,99999,95,10,99999,6,7,7,99999,8,4,3,99999,5,99999,50,99999,1,1,2,50,50,149,0,0,0,0,150,149,0,0,-1,-1,99999,99999,0,99999,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,4,2,"221025_1434",4,"PAN","subjects",1,15,1,13.715,13.715,1,0.905686533,2,0.040193583,9,0.290059129,6,6,2,99999,1,99999,99999,90,10,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,95,7,99999,99999,1,33,2,99999,95,7,99999,2,7,7,99999,10,8,7,99999,3,99999,400,99999,1,0,0,15,50,105,0,0,0,0,140,105,10,0.83,-1,-1,99999,99999,0,99999,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,6,4,"221026_1030",6,"PAN","subjects",1,12,1,13.715,13.715,1,0.70061355,4,0.213201785,9,0.598722829,3,3,2,99999,10,99999,99999,80,20,99999,99999,260027,99999,99999,150,10,1,0,99999,99999,0,0,0,99999,99999,30,6,99999,99999,1,20,1,99999,95,6,99999,7,9,8,99999,3,2,8,99999,2,99999,200,99999,1,0,0,20,50,105,0,0,0,0,130,105,20,1.66,-1,-1,99999,99999,0,99999,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,"221025_0833",1,"PAN","subjects",1,1,1,18.8195,18.8195,1,0.010271707,11,0.311773682,9,0.982866367,0,1,1,99999,2,0,99999,80,20,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,75,0,0,0,0,0,99999,1,24,1,99999,95,5,99999,2,2,1,99999,10,1,6,99999,4,99999,10,99999,1,1,4,75,60,166.5,-35,0,0,3,140,166.5,20,1.66,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,75,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,3,4,4,5,5,6,6,7,7,8,8,9,10
1,2,1,"221025_1023",2,"PAN","subjects",1,1,1,14.13,14.13,1,0.903112965,1,0.126168363,10,0.061515165,9,1,1,99999,8,0,99999,50,50,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,85,0,0,0,0,0,99999,0,20,3,99999,85,5,99999,5,8,6,99999,10,1,4,99999,5,99999,0,99999,1,1,10,95,60,359,5,0.5,3,4,110,110,50,4.15,50,4.15,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,95,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,3,3,4,4,4,5,5
1,3,1,"221025_1237",3,"PAN","subjects",1,1,1,13.4245,13.4245,1,0.651953749,7,0.097187116,10,0.659892161,5,1,1,99999,1,0,99999,90,10,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,10,0,0,0,0,0,99999,1,32,3,99999,55,3,99999,4,3,2,99999,8,2,4,99999,5,99999,100,99999,1,0,0,30,50,101.5,-10,0,0,3,140,101.5,10,0.83,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,30,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,4,1,"221025_1434",4,"PAN","subjects",1,1,1,34.465,34.465,1,0.109759644,8,0.222778599,6,0.389304155,5,1,1,99999,10,0,99999,70,30,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,95,0,0,0,0,0,99999,0,42,3,99999,95,5,99999,6,5,6,99999,10,5,3,99999,5,99999,0,99999,1,1,10,95,50,355,5,0,0,0,120,355,30,2.49,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,95,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,2,2,2,2,3,4,4,5
1,5,1,"221026_0839",5,"PAN","subjects",1,1,1,13.466,13.466,1,0.808796439,0,0.199282181,6,0.757864091,2,1,1,99999,10,0,99999,50,50,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,95,0,0,0,0,0,99999,1,22,3,99999,85,6,99999,8,3,2,99999,10,2,1,99999,4,99999,100,99999,1,0,0,25,50,102,-25,0,0,4,100,102,50,4.15,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,25,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,2,3,4,5,5,5,6,6,7,8,9
1,6,1,"221026_1030",6,"PAN","subjects",1,1,1,14.8355,14.8355,1,0.42729732,7,0.511415296,4,0.997363476,0,1,1,99999,7,0,99999,70,30,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,10,0,0,0,0,0,99999,0,20,2,99999,95,5,99999,2,7,5,99999,8,4,2,99999,4,99999,50,99999,1,1,1,25,50,118.5,-10,0,13,4,120,118.5,30,2.49,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,25,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,10,"221025_0833",1,"PAN","subjects",1,10,1,26.2065,26.2065,1,0.339870172,6,0.848176252,3,0.200522754,8,10,1,99999,3,0,99999,100,0,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,50,0,0,0,0,0,99999,0,38,1,99999,20,1,99999,5,5,5,99999,7,5,4,99999,1,99999,0,99999,1,1,5,20,50,255.5,0,0,1,0,150,255.5,0,0,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,20,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,2,3,4,5,6,7,8,9,10,10,10,10,10,10
