2,4,9,"220516_1422",1,"subjects",1,14,1,16.45,16.45,1,0.151998336,9,0.959110935,2,0.206951272,10,10,2,60,70,60,60,70,-1,40.37808559,30.0088759,40.13721392,40.05432714,30.88117556,-1,-1,"NULL",99999,30.0088759,30.0088759,30.0088759,30.0088759,"Deutsche Hauptstelle f¸r Suchtfragen e.V.",0.957246377,"Adipositas Stiftung Deutschland",70,30,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,9,99999,99999,1,28,2,99999,45,7,99999,3,2,1,99999,8,1,4,99999,2,99999,100,99999,1,1,7,60,50,150,0,0,0,0,120,150,30,2.49,175,14.525,175,14.525,99999,99999,0,99999,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,4,5,5,5,5,5,5,5,6,6,6,7,7,8,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,4,"220516_0843",1,"subjects",1,15,1,16.45,16.45,1,0.742181177,4,0.635057753,3,0.575339456,5,5,2,100,100,100,100,100,-1,0.861637202,0.140293706,0.431914523,0.975497189,0.99783812,-1,-1,"NULL",99999,0.140293706,0.140293706,0.140293706,0.140293706,"Deutsche Hauptstelle f¸r Suchtfragen e.V.",0.471088142,"Stiftung Orgelklang",100,0,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,4,99999,99999,1,20,3,99999,60,10,99999,8,1,7,99999,10,0,10,99999,4,99999,100,99999,1,1,3,20,50,118,0,0,0,0,150,150,0,0,75,6.225,0,0,99999,99999,0,99999,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,9,"220516_1031",1,"subjects",1,15,1,12.3,12.3,1,0.34935216,9,0.944520722,3,0.859968115,2,2,2,100,100,100,100,100,-1,0.517500958,0.769348491,0.368215764,0.269668836,0.765416583,-1,-1,"NULL",99999,0.517500958,0.368215764,0.269668836,0.269668836,"Rattenhilfe Nordwest e.V. ",0.8672231,"Adipositas Stiftung Deutschland",100,0,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,1,99999,99999,0,22,1,99999,30,5,99999,4,7,7,99999,10,4,4,99999,4,99999,0,99999,0,1,1,50,0,150,0,0,0,0,100,100,0,0,25,2.075,0,0,99999,99999,0,99999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,11,"220516_1239",1,"subjects",1,18,1,13.628,13.628,1,0.102023569,11,0.699371398,3,0.453014921,7,7,2,70,90,100,90,90,-1,30.84086586,10.0037451,0.643981239,10.57580809,10.18780904,-1,-1,"NULL",99999,10.0037451,0.643981239,0.643981239,0.643981239,"Stiftung Orgelklang",0.301527987,"Deutsche Hauptstelle f¸r Suchtfragen e.V.",90,10,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,3,99999,99999,0,26,3,99999,65,8,99999,7,4,8,99999,9,1,6,99999,2,99999,150,99999,1,1,4,20,50,116,0,0,0,0,140,116,10,0.83,100,8.3,100,8.3,99999,99999,0,99999,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,2,3,4,4,5,5,5,6,6,7,7,8,9,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,4,2,"220516_1422",1,"subjects",1,22,1,16.118,16.118,1,0.534358301,2,0.82675256,3,0.35128868,8,8,2,100,100,100,100,100,-1,0.108847294,0.623692418,0.876279132,0.561250298,0.99908998,-1,-1,"NULL",99999,0.108847294,0.108847294,0.108847294,0.108847294,"a participant of another experiment",0.438025046,"Stiftung Orgelklang",100,0,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,1,99999,99999,1,22,3,99999,50,6,99999,3,6,2,99999,8,2,0,99999,1,99999,0,99999,0,1,4,50,0,146,0,0,0,0,100,146,0,0,100,8.3,100,8.3,99999,99999,0,99999,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,2,2,3,4,4,4,4,4,5,5,5,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,6,"220516_0843",1,"subjects",1,11,1,8.98,8.98,1,0.67603987,6,0.411259864,4,0.160184567,10,10,2,50,50,40,20,40,-1,50.86080748,50.10453935,60.32217169,80.79910783,60.95722643,-1,-1,"NULL",99999,50.10453935,50.10453935,50.10453935,50.10453935,"Deutsche Hauptstelle f¸r Suchtfragen e.V.",0.711545851,"Rattenhilfe Nordwest e.V. ",20,80,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,4,99999,99999,1,26,2,99999,60,10,99999,9,4,4,99999,10,1,2,99999,4,99999,100,99999,1,1,6,20,40,112,0,0,0,0,60,60,80,6.64,150,12.45,80,6.64,99999,99999,0,99999,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,6,5,6,5,7,8,8,9,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,1,"220516_1031",1,"subjects",1,23,1,15.62,15.62,1,0.938397131,1,0.893417339,4,0.005389923,12,12,2,100,90,90,90,90,-1,0.779355,10.00252694,10.2354082,10.48040431,10.55006096,-1,-1,"NULL",99999,0.779355,0.779355,0.779355,0.779355,"a participant of another experiment",0.678792932,"Rattenhilfe Nordwest e.V. ",90,10,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,85,9,99999,99999,1,23,2,99999,35,6,99999,5,1,1,99999,7,0,3,99999,1,99999,50,99999,1,1,1,25,50,125,0,0,0,0,140,140,10,0.83,25,2.075,10,0.83,99999,99999,0,99999,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,4,5,6,6,7,7,8,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,3,5,"220516_1239",1,"subjects",1,13,1,12.715,12.715,1,0.638874268,5,0.568541913,4,0.650375533,6,6,2,100,100,100,100,100,-1,0.762463035,0.424892123,0.16989395,0.492529143,0.625225792,-1,-1,"NULL",99999,0.424892123,0.16989395,0.16989395,0.16989395,"Stiftung Orgelklang",0.00848214,"a participant of another experiment",100,0,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,60,10,99999,99999,0,27,3,99999,60,10,99999,7,1,0,99999,9,1,5,99999,2,99999,10,99999,1,0,0,5,50,105,0,0,0,0,150,105,0,0,0,0,0,0,99999,99999,0,99999,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,2,3,4,5,6,7,7,7,7,8,8,9,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,4,10,"220516_1422",1,"subjects",1,17,1,12.715,12.715,1,0.116760755,10,0.7774879,4,0.789266601,1,1,2,100,100,100,100,100,-1,0.287267771,0.736717428,0.35324077,0.380592963,0.395189936,-1,-1,"NULL",99999,0.287267771,0.287267771,0.287267771,0.287267771,"a participant of another experiment",0.599659821,"Stiftung Orgelklang",100,0,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,10,99999,99999,1,35,3,99999,95,10,99999,10,7,8,99999,10,0,5,99999,1,99999,25,99999,0,0,0,35,0,105,0,0,0,0,100,105,0,0,0,0,0,0,99999,99999,0,99999,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1,8,"220516_0843",1,"subjects",1,14,1,12.3,12.3,1,0.128802663,8,0.177748037,5,0.567365992,6,6,2,100,50,100,100,100,-1,0.14134703,50.50290715,0.554036088,0.472777741,0.421325214,-1,-1,"NULL",99999,0.14134703,0.14134703,0.14134703,0.14134703,"a participant of another experiment",0.757800201,"Rattenhilfe Nordwest e.V. ",100,0,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,1,99999,99999,1,25,3,99999,35,6,99999,5,5,5,99999,10,2,4,99999,2,99999,100,99999,0,0,0,40,0,105,0,0,0,0,100,100,0,0,0,0,0,0,99999,99999,0,99999,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2,8,"220516_1031",1,"subjects",1,24,1,16.45,16.45,1,0.44517373,8,0.846731556,5,0.666167509,3,3,2,100,100,100,100,100,-1,0.929772961,0.793477042,0.697484469,0.65889784,0.888077821,-1,-1,"NULL",99999,0.793477042,0.697484469,0.65889784,0.65889784,"Rattenhilfe Nordwest e.V. ",0.998130914,"Adipositas Stiftung Deutschland",100,0,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,1,99999,99999,0,22,2,99999,35,5,99999,4,2,2,99999,5,2,5,99999,4,99999,0,99999,1,0,0,25,50,105,0,0,0,0,150,150,0,0,0,0,0,0,99999,99999,0,99999,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3,4,"220516_1239",1,"subjects",1,16,1,12.715,12.715,1,0.688607076,4,0.336171079,5,0.895530756,1,1,2,50,50,80,100,70,-1,50.38430794,50.40761492,20.26509281,0.202137123,30.74218626,-1,-1,"NULL",99999,50.38430794,20.26509281,0.202137123,0.202137123,"Rattenhilfe Nordwest e.V. ",0.7694608,"Rattenhilfe Nordwest e.V. ",100,0,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,60,10,99999,99999,1,23,3,99999,60,10,99999,10,8,8,99999,10,2,8,99999,2,99999,100,99999,0,1,1,5,0,105,0,0,0,0,100,105,0,0,25,2.075,25,2.075,99999,99999,0,99999,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,4,3,"220516_1422",1,"subjects",1,24,1,13.711,13.711,1,0.302650244,3,0.721025416,5,0.71487461,2,2,2,100,90,100,80,90,-1,0.897802366,10.62233734,0.86553662,20.35146886,10.933752,-1,-1,"NULL",99999,0.897802366,0.86553662,0.86553662,0.86553662,"Stiftung Orgelklang",0.886953902,"Adipositas Stiftung Deutschland",90,10,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,1,99999,99999,0,29,3,99999,30,6,99999,8,3,6,99999,7,2,7,99999,2,99999,300,99999,1,1,10,35,40,117,0,0,0,0,130,117,10,0.83,250,20.75,250,20.75,99999,99999,0,99999,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,6,8,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1,1,"220516_0843",1,"subjects",1,18,1,16.45,16.45,1,0.897442422,1,0.150618209,6,0.50433882,7,7,2,100,100,100,100,100,-1,0.720230018,0.6693691,0.614248094,0.184354773,0.974438293,-1,-1,"NULL",99999,0.6693691,0.614248094,0.184354773,0.184354773,"Rattenhilfe Nordwest e.V. ",0.160791322,"a participant of another experiment",100,0,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,1,99999,99999,0,30,3,99999,40,7,99999,8,9,9,99999,10,2,0,99999,6,99999,100,99999,1,1,1,50,50,150,0,0,0,0,150,150,0,0,25,2.075,0,0,99999,99999,0,99999,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2,4,"220516_1031",1,"subjects",1,19,1,16.45,16.45,1,0.853769012,4,0.753935796,6,0.883117139,1,1,2,100,100,90,80,100,-1,0.646271406,0.251323961,10.87679249,20.68028285,0.970919754,-1,-1,"NULL",99999,0.251323961,0.251323961,0.251323961,0.251323961,"Deutsche Hauptstelle f¸r Suchtfragen e.V.",0.017633216,"a participant of another experiment",100,0,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,10,99999,99999,1,26,3,99999,65,10,99999,5,8,5,99999,10,8,3,99999,5,99999,100,99999,1,1,7,65,50,155,0,0,0,0,150,150,0,0,175,14.525,0,0,99999,99999,0,99999,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,3,3,3,3,5,5,5,7,8,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,3,3,"220516_1239",1,"subjects",1,20,1,12.715,12.715,1,0.742948073,3,0.315518625,6,0.356543284,9,9,2,90,100,100,10,100,-1,10.37507729,0.478910425,0.943209933,90.20400298,0.62484948,-1,-1,"NULL",99999,0.478910425,0.478910425,0.478910425,0.478910425,"Deutsche Hauptstelle f¸r Suchtfragen e.V.",0.506565343,"Stiftung Orgelklang",100,0,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,9,99999,99999,1,33,1,99999,95,9,99999,9,1,9,99999,10,0,2,99999,5,99999,200,99999,1,0,0,3,40,105,0,0,0,0,140,105,0,0,0,0,0,0,99999,99999,0,99999,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,5,6,8,9,9,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,4,11,"220516_1422",1,"subjects",1,23,1,14.541,14.541,1,0.014936356,11,0.710311425,6,0.143940439,12,12,2,100,70,80,90,90,-1,0.954087803,30.15658806,20.90617058,10.99663708,10.35680264,-1,-1,"NULL",99999,0.954087803,0.954087803,0.954087803,0.954087803,"a participant of another experiment",0.998210145,"Adipositas Stiftung Deutschland",90,10,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,10,99999,99999,1,29,3,99999,60,10,99999,7,7,6,99999,8,5,6,99999,3,99999,100,99999,1,1,6,35,30,127,0,0,0,0,120,127,10,0.83,150,12.45,150,12.45,99999,99999,0,99999,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,2,3,4,5,6,7,7,8,9,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1,2,"220516_0843",1,"subjects",1,20,1,14.79,14.79,1,0.880213136,2,0.048721851,7,0.411344007,9,9,2,100,90,90,90,90,-1,0.257685178,10.27483693,10.16825576,10.61952948,10.85706764,-1,-1,"NULL",99999,0.257685178,0.257685178,0.257685178,0.257685178,"a participant of another experiment",0.556433043,"Stiftung Orgelklang",90,10,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,1,10,99999,99999,1,26,3,99999,40,7,99999,2,8,8,99999,9,7,2,99999,1,99999,15,99999,1,1,10,45,40,127,0,0,0,0,130,130,10,0.83,250,20.75,10,0.83,99999,99999,0,99999,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2,12,"220516_1031",1,"subjects",1,20,1,12.3,12.3,1,0.018925863,12,0.727909969,7,0.602347445,5,5,2,100,80,100,100,100,-1,0.550558765,20.52229559,0.394798989,0.481147275,0.896659589,-1,-1,"NULL",99999,0.550558765,0.394798989,0.394798989,0.394798989,"Stiftung Orgelklang",0.853656046,"Adipositas Stiftung Deutschland",100,0,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,85,5,99999,99999,1,29,1,99999,40,7,99999,7,0,0,99999,10,0,6,99999,4,99999,40,99999,0,1,1,15,0,115,0,0,0,0,100,100,0,0,25,2.075,0,0,99999,99999,0,99999,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,3,3,3,4,4,4,5,5,5,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,3,1,"220516_1239",1,"subjects",1,17,1,16.035,16.035,1,0.986401562,1,0.301795157,7,0.422967632,8,8,2,90,90,90,90,90,-1,10.10814629,10.68386597,10.67647332,10.52108372,10.75252585,-1,-1,"NULL",99999,10.10814629,10.10814629,10.10814629,10.10814629,"a participant of another experiment",0.950236654,"Adipositas Stiftung Deutschland",90,10,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,75,8,99999,99999,1,25,3,99999,65,10,99999,8,6,7,99999,8,3,7,99999,2,99999,50,99999,1,1,1,45,40,145,0,0,0,0,130,145,10,0.83,25,2.075,25,2.075,99999,99999,0,99999,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,4,4,"220516_1422",1,"subjects",1,19,1,15.786,15.786,1,0.298833748,4,0.565382326,7,0.66610529,3,3,2,80,70,100,100,90,-1,20.39647116,30.79535613,0.183327382,0.203756975,10.84041418,-1,-1,"NULL",99999,20.39647116,0.183327382,0.183327382,0.183327382,"Stiftung Orgelklang",0.085750535,"a participant of another experiment",80,20,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,1,99999,99999,0,35,3,99999,20,4,99999,10,1,0,99999,8,0,8,99999,0,99999,0,99999,1,1,6,50,50,142,0,0,0,0,130,142,20,1.66,150,12.45,150,12.45,99999,99999,0,99999,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1,10,"220516_0843",1,"subjects",1,13,1,14.79,14.79,1,0.015700614,10,0.044529494,8,0.768765005,3,3,2,80,80,100,90,80,-1,20.07459397,20.30176491,0.591273195,10.60183618,20.36036844,-1,-1,"NULL",99999,20.07459397,0.591273195,0.591273195,0.591273195,"Stiftung Orgelklang",0.308411441,"Deutsche Hauptstelle f¸r Suchtfragen e.V.",80,20,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,40,7,99999,99999,1,22,3,99999,40,7,99999,6,2,3,99999,10,1,4,99999,2,99999,50,99999,1,1,9,85,50,170,0,0,0,0,130,130,20,1.66,225,18.675,20,1.66,99999,99999,0,99999,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,3,3,4,4,5,5,5,6,6,7,7,8,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
