8,2,10,"220516_1031",1,"subjects",1,18,1,15.62,15.62,1,0.29452066,10,0.648880886,8,0.437095833,9,9,2,70,90,90,100,100,-1,30.76600821,10.25184032,10.19802772,0.888309274,0.415327823,-1,-1,"NULL",99999,10.25184032,10.19802772,0.888309274,0.415327823,"Adipositas Stiftung Deutschland",0.797637026,"Rattenhilfe Nordwest e.V. ",100,0,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,1,99999,99999,0,19,2,99999,95,10,99999,3,2,6,99999,9,5,3,99999,4,99999,50,99999,1,1,4,30,40,126,0,0,0,0,140,140,0,0,100,8.3,0,0,99999,99999,0,99999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,NA,5,NA,6,9,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3,7,"220516_1239",1,"subjects",1,19,1,15.039,15.039,1,0.46820027,7,0.148885317,8,0.852093464,2,2,2,100,100,100,100,100,-1,0.701970187,0.604230779,0.476832306,0.426780242,0.345070758,-1,-1,"NULL",99999,0.604230779,0.476832306,0.426780242,0.345070758,"Adipositas Stiftung Deutschland",0.550519177,"Stiftung Orgelklang",100,0,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,1,99999,99999,0,24,2,99999,95,1,99999,0,6,10,99999,10,5,2,99999,6,99999,0,99999,0,1,3,35,0,133,0,0,0,0,100,133,0,0,75,6.225,75,6.225,99999,99999,0,99999,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,2,3,3,3,4,5,5,6,7,8,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,4,6,"220516_1422",1,"subjects",1,20,1,16.616,16.616,1,0.258397231,6,0.563617601,8,0.526696217,5,5,2,100,90,100,90,90,-1,0.829379682,10.31664696,0.968413929,10.98038145,10.11412998,-1,-1,"NULL",99999,0.829379682,0.829379682,0.829379682,0.829379682,"a participant of another experiment",0.961004583,"Adipositas Stiftung Deutschland",90,10,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,5,99999,99999,1,22,3,99999,95,10,99999,2,4,6,99999,10,1,1,99999,4,99999,200,99999,1,1,6,60,50,152,0,0,0,0,140,152,10,0.83,150,12.45,150,12.45,99999,99999,0,99999,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,6,7,8,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1,3,"220516_0843",1,"subjects",1,17,1,14.79,14.79,1,0.752122239,3,0.024774989,9,0.770603012,2,2,2,70,80,100,100,90,-1,30.83662411,20.91478016,0.106267292,0.890170696,10.37760157,-1,-1,"NULL",99999,20.91478016,0.106267292,0.106267292,0.106267292,"Stiftung Orgelklang",0.871234578,"Adipositas Stiftung Deutschland",90,10,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,75,6,99999,99999,0,39,3,99999,40,4,99999,8,1,1,99999,8,8,6,99999,3,99999,100,99999,1,1,3,40,40,138,0,0,0,0,130,130,10,0.83,75,6.225,10,0.83,99999,99999,0,99999,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,2,2,3,3,3,4,5,5,6,7,8,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2,2,"220516_1031",1,"subjects",1,22,1,16.45,16.45,1,0.88749062,2,0.468778844,9,0.262342055,11,11,2,100,100,100,100,100,-1,0.724969378,0.722845469,0.221915191,0.378233529,0.414713048,-1,-1,"NULL",99999,0.722845469,0.221915191,0.221915191,0.221915191,"Stiftung Orgelklang",0.595944135,"Stiftung Orgelklang",100,0,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,30,3,99999,99999,0,28,3,99999,30,3,99999,0,0,7,99999,7,0,5,99999,6,99999,0,99999,1,0,0,20,50,105,0,0,0,0,150,150,0,0,0,0,0,0,99999,99999,0,99999,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,3,8,"220516_1239",1,"subjects",1,15,1,16.45,16.45,1,0.361344609,8,0.145755198,9,0.693392759,5,5,2,10,10,10,10,10,-1,90.32853304,90.81301259,90.08936799,90.61463139,90.22238926,-1,-1,"NULL",99999,90.32853304,90.08936799,90.08936799,90.08936799,"Stiftung Orgelklang",0.802065623,"Adipositas Stiftung Deutschland",10,90,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,1,99999,99999,0,20,1,99999,45,5,99999,1,7,4,99999,10,3,0,99999,4,99999,0,99999,1,1,1,50,40,150,0,0,0,0,50,150,90,7.47,25,2.075,25,2.075,99999,99999,0,99999,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,4,12,"220516_1422",1,"subjects",1,15,1,14.79,14.79,1,0.005764752,12,0.475620983,9,0.543472762,4,4,2,70,60,70,60,60,-1,30.62876711,40.35369919,30.46858177,40.98119714,40.96798187,-1,-1,"NULL",99999,30.62876711,30.46858177,30.46858177,30.46858177,"Stiftung Orgelklang",0.03423727,"a participant of another experiment",70,30,99999,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,85,9,99999,99999,1,29,3,99999,45,5,99999,6,7,3,99999,10,2,5,99999,5,99999,500,99999,1,1,7,40,40,130,0,0,0,0,110,130,30,2.49,175,14.525,175,14.525,99999,99999,0,99999,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,4,5,6,6,6,6,7,7,6,7,7,8,8,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,"220516_0843",1,"subjects",1,1,1,16.45,16.45,1,0.450940201,6,0.221985592,4,0.725280319,3,1,1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,0,-1,"NULL",99999,0,0,0,0,"Stiftung Orgelklang",0,"a participant of another experiment",100,0,99999,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,10,0,0,0,0,0,99999,1,30,1,99999,30,5,99999,1,8,8,99999,10,8,4,99999,5,99999,100,99999,1,1,1,10,50,102,0,0,1,3,150,150,0,0,25,2.075,0,0,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,10,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,1,"220516_1031",1,"subjects",1,1,1,16.45,16.45,1,0.099973983,10,0.960252068,2,0.861731481,1,1,1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,0,-1,"NULL",99999,0,0,0,0,"a participant of another experiment",0,"Deutsche Hauptstelle f¸r Suchtfragen e.V.",100,0,99999,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,40,0,0,0,0,0,99999,1,25,3,99999,40,7,99999,5,9,8,99999,5,9,7,99999,0,99999,0,99999,1,1,8,40,50,141,40,0,2,0,150,150,0,0,200,16.6,0,0,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,40,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,5,5,7,8,8,8,8,8,8,9,10
1,3,1,"220516_1239",1,"subjects",1,1,1,15.1635,15.1635,1,0.499979269,6,0.710131727,2,0.22042562,10,1,1,-1,-1,-1,-1,-1,80,-1,-1,-1,-1,-1,20,-1,"NULL",99999,0,0,0,0,"Adipositas Stiftung Deutschland",0,"Rattenhilfe Nordwest e.V. ",80,20,99999,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,60,0,0,0,0,0,99999,0,22,1,99999,60,9,99999,5,6,8,99999,8,7,0,99999,0,99999,0,99999,1,1,9,60,60,134.5,30,0,3,6,140,134.5,20,1.66,225,18.675,225,18.675,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,60,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,4,5,4,7,7,7,8,7,7,8,10,10
1,4,1,"220516_1422",1,"subjects",1,1,1,9.146,9.146,1,0.716097886,0,0.837802582,2,0.20437537,10,1,1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,70,-1,"NULL",99999,0,0,0,0,"a participant of another experiment",0,"a participant of another experiment",30,70,99999,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,50,0,0,0,0,0,99999,0,37,2,99999,50,7,99999,10,3,8,99999,8,1,6,99999,6,99999,350,99999,1,1,1,50,50,62,-40,0,1,3,80,62,70,5.81,25,2.075,25,2.075,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,2,2,3,4,4,5,6,6,7,8,8,8,9,10
10,1,10,"220516_0843",1,"subjects",1,10,1,16.45,16.45,1,0.141700118,7,0.629359254,3,0.259401897,9,10,1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,0,-1,"NULL",99999,0,0,0,0,"Rattenhilfe Nordwest e.V. ",0,"Deutsche Hauptstelle f¸r Suchtfragen e.V.",100,0,99999,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,95,0,0,0,0,0,99999,0,21,3,99999,75,9,99999,7,2,8,99999,7,2,4,99999,1,99999,0,99999,1,0,0,1,50,101.5,-15,0,0,3,150,150,0,0,0,0,0,0,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,2,2,3,3,4,4,5,5,6,6,7,8,10
10,2,10,"220516_1031",1,"subjects",1,10,1,16.45,16.45,1,0.765594654,4,0.915785718,3,0.775603664,2,10,1,-1,-1,-1,-1,-1,90,-1,-1,-1,-1,-1,10,-1,"NULL",99999,0,0,0,0,"Stiftung Orgelklang",0,"a participant of another experiment",90,10,99999,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,1,0,0,0,0,0,99999,0,29,2,99999,60,10,99999,5,4,8,99999,8,5,0,99999,4,99999,50,99999,1,1,4,25,60,115,19,0,0,0,150,150,10,0.83,100,8.3,10,0.83,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,25,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,3,10,"220516_1239",1,"subjects",1,10,1,12.383,12.383,1,0.598419639,6,0.132008873,10,0.994092321,0,10,1,-1,-1,-1,-1,-1,70,-1,-1,-1,-1,-1,30,-1,"NULL",99999,0,0,0,0,"Deutsche Hauptstelle f¸r Suchtfragen e.V.",0,"Stiftung Orgelklang",70,30,99999,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,10,0,0,0,0,0,99999,1,29,3,99999,5,1,99999,8,1,1,99999,9,1,1,99999,2,99999,100,99999,0,0,0,5,0,101,10,0,0,2,70,101,30,2.49,0,0,0,0,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,5,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,4,10,"220516_1422",1,"subjects",1,10,1,13.2545,13.2545,1,0.888421127,0,0.677961865,6,0.641695033,3,10,1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,0,-1,"NULL",99999,0,0,0,0,"Adipositas Stiftung Deutschland",0,"Deutsche Hauptstelle f¸r Suchtfragen e.V.",100,0,99999,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,20,0,0,0,0,0,99999,0,23,2,99999,55,9,99999,3,6,4,99999,8,7,1,99999,0,99999,50,99999,0,1,3,20,0,111.5,10,0,0,3,100,111.5,0,0,75,6.225,75,6.225,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,20,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,2,3
11,2,11,"220516_1031",1,"subjects",1,11,1,15.62,15.62,1,0.328794529,9,0.789464369,5,0.780620872,2,11,1,-1,-1,-1,-1,-1,90,-1,-1,-1,-1,-1,10,-1,"NULL",99999,0,0,0,0,"Deutsche Hauptstelle f¸r Suchtfragen e.V.",0,"Stiftung Orgelklang",90,10,99999,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,55,0,0,0,0,0,99999,1,27,3,99999,60,10,99999,8,1,1,99999,7,1,3,99999,3,99999,0,99999,1,1,10,60,50,147.5,35,0,11,4,140,140,10,0.83,250,20.75,10,0.83,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,60,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,6,5,5,5,6,7,7,8,9,10,10,10,10,10
11,3,11,"220516_1239",1,"subjects",1,11,1,12.8395,12.8395,1,0.092788718,11,0.901497483,1,0.175416462,10,11,1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,0,-1,"NULL",99999,0,0,0,0,"Stiftung Orgelklang",0,"Deutsche Hauptstelle f¸r Suchtfragen e.V.",100,0,99999,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,95,0,0,0,0,0,99999,1,31,3,99999,40,7,99999,6,3,3,99999,10,0,0,99999,0,99999,0,99999,1,0,0,30,50,106.5,5,0.5,6,6,150,106.5,0,0,0,0,0,0,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,30,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,3,3,3,4,4,5,5,6,7,8,9,10
11,4,11,"220516_1422",1,"subjects",1,11,1,10.1005,10.1005,1,0.398001663,2,0.045527216,12,0.590634216,3,11,1,-1,-1,-1,-1,-1,80,-1,-1,-1,-1,-1,20,-1,"NULL",99999,0,0,0,0,"Deutsche Hauptstelle f¸r Suchtfragen e.V.",0,"Adipositas Stiftung Deutschland",80,20,99999,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,45,0,0,0,0,0,99999,1,27,3,99999,25,5,99999,8,2,3,99999,8,1,6,99999,1,99999,250,99999,1,1,1,40,70,73.5,-35,0,6,1,150,73.5,20,1.66,25,2.075,25,2.075,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,40,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,2,3,1,2,3,3,1,1,1,1,1
12,2,12,"220516_1031",1,"subjects",1,12,1,12.3,12.3,1,0.062420419,10,0.958277241,2,0.659465564,4,12,1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,0,-1,"NULL",99999,0,0,0,0,"a participant of another experiment",0,"a participant of another experiment",100,0,99999,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,40,0,0,0,0,0,99999,0,28,3,99999,60,10,99999,8,2,2,99999,10,1,1,99999,3,99999,100,99999,0,1,5,30,0,123.5,10,0,3,4,100,100,0,0,125,10.375,0,0,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,30,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,4,4,5,5,5,6,6,7,7,8,9,10
12,4,12,"220516_1422",1,"subjects",1,12,1,13.5035,13.5035,1,0.193104846,7,0.204116338,10,0.109430855,12,12,1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,0,-1,"NULL",99999,0,0,0,0,"Stiftung Orgelklang",0,"a participant of another experiment",100,0,99999,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,55,0,0,0,0,0,99999,0,25,1,99999,50,6,99999,7,2,3,99999,9,1,5,99999,6,99999,100,99999,1,1,6,50,60,114.5,5,0,1,8,160,114.5,0,0,150,12.45,150,12.45,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,50,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,4,5,5,6,6,8,8
2,1,2,"220516_0843",1,"subjects",1,2,1,16.45,16.45,1,0.02388173,9,0.407204295,4,0.678558023,3,2,1,-1,-1,-1,-1,-1,90,-1,-1,-1,-1,-1,10,-1,"NULL",99999,0,0,0,0,"a participant of another experiment",0,"Stiftung Orgelklang",90,10,99999,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,50,0,0,0,0,0,99999,1,22,3,99999,50,9,99999,5,4,4,99999,7,4,4,99999,4,99999,100,99999,1,1,4,35,60,107.5,20,0,3,2,150,150,10,0.83,100,8.3,10,0.83,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,35,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,3,4,4,5,5,6,6,7,7,8,8,9,10
2,2,2,"220516_1031",1,"subjects",1,2,1,12.3,12.3,1,0.578029233,6,0.017254579,12,0.638596318,4,2,1,-1,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,50,-1,"NULL",99999,0,0,0,0,"a participant of another experiment",0,"Rattenhilfe Nordwest e.V. ",50,50,99999,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,20,0,0,0,0,0,99999,1,20,2,99999,40,7,99999,9,9,7,99999,9,2,3,99999,6,99999,200,99999,1,1,2,25,50,97.5,-10,0,0,5,100,100,50,4.15,50,4.15,50,4.15,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,25,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,5,5,5,5,6,6,6,7,7,7,7,8,8
2,3,2,"220516_1239",1,"subjects",1,2,1,15.537,15.537,1,0.08446386,11,0.266984073,7,0.558440061,6,2,1,-1,-1,-1,-1,-1,80,-1,-1,-1,-1,-1,20,-1,"NULL",99999,0,0,0,0,"Stiftung Orgelklang",0,"Adipositas Stiftung Deutschland",80,20,99999,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,45,0,0,0,0,0,99999,1,29,3,99999,40,8,99999,6,4,3,99999,10,0,5,99999,5,99999,150,99999,1,1,8,45,50,139,35,0.5,4,3,130,139,20,1.66,200,16.6,200,16.6,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,45,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,7,7,9,9,10,10,10
2,4,2,"220516_1422",1,"subjects",1,2,1,13.545,13.545,1,0.457171283,2,0.035430215,12,0.496878725,6,2,1,-1,-1,-1,-1,-1,60,-1,-1,-1,-1,-1,40,-1,"NULL",99999,0,0,0,0,"Deutsche Hauptstelle f¸r Suchtfragen e.V.",0,"Stiftung Orgelklang",60,40,99999,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,35,0,0,0,0,0,99999,0,24,2,99999,50,9,99999,8,6,5,99999,9,1,8,99999,3,99999,100,99999,0,1,7,60,0,115,15,0,8,2,60,115,40,3.32,175,14.525,175,14.525,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,60,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,3,4,5,5,6,6,6,7,7,8,8,9
3,1,3,"220516_0843",1,"subjects",1,3,1,16.45,16.45,1,0.556431729,6,0.844547233,1,0.102976572,10,3,1,-1,-1,-1,-1,-1,90,-1,-1,-1,-1,-1,10,-1,"NULL",99999,0,0,0,0,"Deutsche Hauptstelle f¸r Suchtfragen e.V.",0,"Stiftung Orgelklang",90,10,99999,0,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,99999,99999,20,0,0,0,0,0,99999,0,24,3,99999,35,7,99999,4,3,3,99999,8,6,5,99999,4,99999,50,99999,1,1,3,20,60,111.5,10,0.5,0,2,150,150,10,0.83,75,6.225,10,0.83,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,20,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,4,4,5,5,5,5,5,5,5,5,6,6,7
